date,device,power_usage,temperature
2024-12-17,Bajaj MX3,0.0222,30.19
2025-09-07,Syska SSK-BLS-9W,0.0003,39.09
2024-09-09,LG 24MP60G,0.0017,29.39
2025-01-16,Philips GC1905,0.0463,30.5
2024-06-04,Prestige PKOSS 1.5,0.0459,31.8
2024-09-20,Philips HD9306,0.0373,30.91
2024-07-02,Philips GC1905,0.0376,29.91
2025-05-28,Sony Bravia X75,0.0059,26.86
2025-08-02,Philips Ace Saver,0.0001,29.88
2024-01-13,Samsung EP-TA800,0.0002,34.16
2025-07-10,Philips HD3119,0.035,33.44
2025-08-26,Daikin FTKF 1.5T,0.057,27.15
2025-05-01,Lenovo IdeaPad 3,0.0011,28.13
2025-12-20,Bajaj Majesty RX14,0.0703,32.35
2024-05-17,Dell P2422H,0.0007,30.39
2024-01-17,Panasonic F-M12D3,0.0029,26.89
2024-04-16,Philips GC1905,0.0707,30.0
2025-01-14,Daikin FTKF 1.5T,0.0332,30.92
2024-09-18,Whirlpool IF INV 278,0.003,24.29
2024-06-01,Panasonic SR-WA18,0.0205,26.13
2024-01-14,Bajaj Majesty RX14,0.0293,28.33
2024-08-26,Orient Winter HC,0.0442,32.26
2024-09-24,Panasonic NN-ST34,0.0268,25.92
2024-06-25,Philips Ace Saver,0.0003,31.02
2024-07-05,Panasonic NN-ST34,0.0381,26.87
2024-08-16,Bajaj MX3,0.0161,30.52
2025-05-16,Samsung MS23F301,0.0213,32.21
2025-09-11,Panasonic SR-WA18,0.0326,32.39
2025-06-27,Dell P2422H,0.0008,28.41
2024-01-29,TP-Link Archer C6,0.0003,24.49
2024-07-01,Panasonic SR-WA18,0.0207,31.48
2025-08-04,Lenovo ThinkCentre M70,0.0093,29.58
2025-11-15,Havells Stealth Air,0.0043,29.31
2024-06-22,Usha Mist Air IC,0.0014,26.42
2024-08-13,Dell OptiPlex 7090,0.009,27.28
2024-05-24,Panasonic NN-ST34,0.0261,27.12
2024-10-16,Lenovo ThinkCentre M70,0.0058,27.56
2025-12-11,Philips GC1905,0.0527,28.65
2024-12-02,Kirloskar Mega 54S,0.0106,32.15
2025-11-04,Panasonic SR-WA18,0.0304,29.22
2024-12-09,Samsung RT28T,0.0049,28.0
2025-09-05,LG 43LM5650,0.0019,34.41
2024-12-01,Usha Mist Air IC,0.0018,33.57
2025-09-02,Havells Leganza,0.0035,32.57
2024-04-07,Netgear R6120,0.0005,28.74
2024-01-11,Panasonic SR-WA18,0.0301,33.3
2025-12-03,Lenovo IdeaPad 3,0.0035,33.97
2024-06-07,Samsung UA43T5400,0.0011,24.39
2025-03-28,Havells Leganza,0.0011,33.32
2025-07-23,Orient Aeroquiet,0.0038,38.64
2024-02-09,Bajaj MX3,0.0201,30.46
2024-05-12,Orient Apex,0.0016,31.18
2024-05-23,Xiaomi MDY-11,0.0004,26.95
2025-02-22,LG FHM1207,0.01,33.46
2025-04-14,Dell Inspiron 3520,0.0018,25.55
2024-04-02,Kirloskar Mega 54S,0.0173,30.4
2024-03-23,Dell P2422H,0.002,31.36
2024-11-10,Lenovo ThinkCentre M70,0.0087,30.24
2025-04-25,Panasonic NN-ST34,0.018,19.23
2025-05-05,Orient Apex,0.0029,29.75
2025-11-12,Samsung MS23F301,0.013,30.08
2024-02-04,Samsung UA43T5400,0.0075,28.27
2025-03-04,LG KS-Q18,0.0347,28.89
2024-09-01,Daikin FTKF 1.5T,0.0371,25.3
2025-03-26,LG FHM1207,0.0124,29.53
2024-02-05,Bosch WAK24168,0.0101,31.74
2025-12-16,Sony Bravia X75,0.0036,26.47
2025-03-21,Philips Ace Saver,0.0001,26.43
2025-09-07,Orient Winter HC,0.0409,29.0
2025-09-07,Philips HD9306,0.0475,30.68
2025-11-26,HP EliteDesk 800,0.0085,23.64
2024-03-14,ASUS VivoBook 15,0.0009,27.05
2024-02-13,Bajaj Majesty RX14,0.0398,26.24
2025-12-24,Philips HD3119,0.0213,29.33
2025-06-08,LG GL-T302,0.0097,34.39
2025-08-08,Panasonic NN-ST34,0.0475,30.65
2025-02-15,Philips GC1905,0.0543,29.92
2025-10-20,Netgear R6120,0.0004,30.1
2025-12-17,Orient Winter HC,0.0362,30.02
2024-07-10,HP EliteDesk 800,0.0054,28.31
2025-12-31,Bosch WAK24168,0.0049,32.85
2024-07-20,Samsung LF24T350,0.0007,33.0
2025-12-07,Havells Leganza,0.001,30.46
2025-03-25,Prestige PKOSS 1.5,0.0416,28.29
2024-01-10,Dell OptiPlex 7090,0.0075,28.87
2025-09-17,Samsung EP-TA800,0.0003,31.61
2025-07-06,Xiaomi MDY-11,0.0005,26.57
2025-08-10,Kirloskar Mega 54S,0.0194,33.46
2024-02-23,Bajaj Majesty RX14,0.0581,30.21
2024-06-26,TP-Link Archer C6,0.0003,27.77
2024-10-29,TP-Link Archer C6,0.0004,31.0
2024-09-13,Orient Winter HC,0.0628,36.42
2025-10-02,Orient Aeroquiet,0.0022,31.48
2024-01-10,Panasonic NN-ST34,0.0585,28.5
2025-09-10,LG 24MP60G,0.0013,26.27
2025-07-19,Bajaj MX3,0.0224,28.12
2025-05-19,LG KS-Q18,0.0662,30.84
2025-09-13,Panasonic SR-WA18,0.021,30.77
2024-04-12,Prestige PKOSS 1.5,0.0543,31.82
2024-02-02,Bajaj Majesty RX14,0.0538,33.11
2025-12-14,Samsung WA65A4002,0.0049,27.87
2025-09-09,Panasonic NN-ST34,0.0102,29.91
2025-12-27,HP EliteDesk 800,0.0061,30.21
2025-11-24,Bajaj MX3,0.0193,31.16
2024-10-24,Samsung MS23F301,0.0159,24.71
2025-11-25,Dell OptiPlex 7090,0.0082,31.86
2024-10-27,Lenovo ThinkCentre M70,0.0084,30.48
2024-11-22,Samsung UA43T5400,0.0023,35.53
2024-05-02,Lenovo IdeaPad 3,0.003,33.77
2024-12-25,Lenovo IdeaPad 3,0.001,23.59
2025-04-21,Lenovo ThinkCentre M70,0.0091,24.99
2024-06-30,Orient Aeroquiet,0.0031,35.32
2025-04-15,Samsung EP-TA800,0.0007,29.32
2025-05-11,ASUS VivoBook 15,0.0031,39.82
2025-03-05,HP Pavilion 14,0.0015,34.2
2025-01-07,Philips HD3119,0.0297,28.55
2025-06-09,Bajaj Majesty RX14,0.0589,22.75
2024-09-12,Panasonic NN-ST34,0.0194,28.3
2024-05-03,Xiaomi MDY-11,0.0008,27.65
2025-07-26,TP-Link Archer C6,0.0001,29.62
2025-07-03,Orient Winter HC,0.0161,30.45
2025-12-04,Samsung UA43T5400,0.0012,31.31
2024-11-10,Panasonic NN-ST34,0.0645,31.08
2025-02-07,Bosch WAK24168,0.0105,29.14
2025-12-04,Samsung WA65A4002,0.0085,23.56
2025-01-22,Samsung LF24T350,0.0011,29.03
2025-11-14,Netgear R6120,0.0003,30.35
2024-10-31,TP-Link Archer C6,0.0006,33.14
2024-03-11,Samsung UA43T5400,0.0039,27.65
2025-08-15,Philips HD9306,0.0584,29.2
2025-03-19,TP-Link Archer C6,0.0003,27.01
2024-05-16,Lenovo IdeaPad 3,0.002,29.23
2025-11-14,Kirloskar Mega 54S,0.0323,30.04
2024-08-25,Havells Leganza,0.0013,26.15
2025-10-23,Syska SSK-BLS-9W,0.0003,30.74
2025-10-14,Usha Striker Galaxy,0.0022,26.87
2025-01-26,ASUS VivoBook 15,0.0023,31.2
2025-03-29,Syska SSK-BLS-9W,0.0004,30.31
2025-05-19,Kirloskar Mega 54S,0.0296,31.42
2025-08-25,Sony Bravia X75,0.002,37.14
2024-04-19,Daikin FTKF 1.5T,0.0243,27.8
2024-01-10,Panasonic NN-ST34,0.0453,30.37
2024-08-21,Samsung EP-TA800,0.0001,31.62
2025-07-10,Daikin FTKF 1.5T,0.0792,29.43
2025-09-08,Samsung RT28T,0.0096,29.57
2024-03-28,TP-Link Archer C6,0.0002,23.87
2025-10-18,Lenovo ThinkCentre M70,0.0127,32.76
2025-12-19,Philips Ace Saver,0.0003,28.25
2025-03-25,Orient Apex,0.0025,31.57
2025-10-24,Samsung LF24T350,0.0022,27.86
2025-06-08,LG 43LM5650,0.003,34.51
2024-07-27,LG 43LM5650,0.0049,32.41
2024-12-25,Syska SSK-BLS-9W,0.0001,27.25
2025-06-26,Xiaomi MDY-11,0.0006,34.91
2024-04-29,Philips Ace Saver,0.0003,30.78
2025-01-23,HP Pavilion 14,0.0016,30.35
2025-11-10,TP-Link Archer C6,0.0006,27.65
2024-11-19,LG 43LM5650,0.0018,25.67
2024-08-23,Usha Striker Galaxy,0.0039,30.26
2025-01-09,Syska SSK-BLS-9W,0.0001,30.33
2024-02-24,Prestige PKOSS 1.5,0.0333,31.67
2024-07-24,Samsung MS23F301,0.0451,24.78
2024-07-16,Panasonic SR-WA18,0.0126,33.7
2024-03-07,Orient Apex,0.0016,26.59
2024-03-22,Orient Winter HC,0.0771,30.9
2024-03-14,Havells Leganza,0.0008,34.0
2024-06-03,Sony Bravia X75,0.0054,32.8
2025-08-20,Netgear R6120,0.0002,28.83
2024-03-02,Syska SSK-BLS-9W,0.0003,33.45
2025-02-21,Dell P2422H,0.0018,23.45
2025-10-04,Kirloskar Mega 54S,0.0153,30.81
2025-10-29,Philips HD3119,0.0196,29.83
2025-06-26,Lenovo ThinkCentre M70,0.0097,28.52
2024-12-03,Bajaj Majesty RX14,0.0996,30.94
2025-06-06,Xiaomi MDY-11,0.0006,33.04
2024-02-15,Samsung LF24T350,0.001,32.17
2025-03-25,LG KS-Q18,0.085,26.27
2025-09-23,TP-Link Archer C6,0.0007,28.34
2025-07-30,HP EliteDesk 800,0.0031,29.48
2024-10-17,Samsung UA43T5400,0.0057,29.08
2025-08-27,Lenovo IdeaPad 3,0.0009,30.31
2026-01-03,Samsung RT28T,0.0067,29.98
2024-06-23,Bajaj Majesty RX14,0.0692,31.15
2024-03-30,Orient Winter HC,0.0311,23.25
2025-09-24,HP Pavilion 14,0.0008,29.66
2024-03-29,LG 24MP60G,0.0009,26.18
2024-02-17,Usha Striker Galaxy,0.0014,31.9
2024-04-02,Kirloskar Mega 54S,0.0379,31.74
2025-06-25,Netgear R6120,0.0007,24.98
2025-12-03,Philips Ace Saver,0.0004,28.75
2025-02-05,Whirlpool IF INV 278,0.0109,32.99
2026-01-02,CRI MHBS,0.015,26.87
2025-08-14,LG 43LM5650,0.0028,35.45
2025-12-06,ASUS VivoBook 15,0.0018,31.11
2024-10-22,Philips HD9306,0.0438,29.51
2024-09-21,Xiaomi MDY-11,0.0005,24.18
2024-12-30,Prestige PKOSS 1.5,0.0296,29.6
2025-12-22,Samsung EP-TA800,0.0003,29.63
2025-10-08,Samsung LF24T350,0.0011,31.71
2024-12-14,Dell OptiPlex 7090,0.0059,31.09
2024-05-18,ASUS VivoBook 15,0.0041,35.43
2024-02-24,Samsung WA65A4002,0.0068,29.22
2025-03-15,Usha Striker Galaxy,0.0033,27.93
2025-03-07,Samsung WA65A4002,0.0158,29.52
2024-07-12,Kirloskar Mega 54S,0.0189,31.04
2024-07-10,Samsung LF24T350,0.0018,29.39
2025-01-09,Prestige PKOSS 1.5,0.0441,29.34
2025-04-13,LG 24MP60G,0.0005,23.28
2024-02-15,Usha Striker Galaxy,0.0042,32.12
2024-07-25,Xiaomi MDY-11,0.0008,28.1
2024-08-02,Sony Bravia X75,0.002,30.46
2025-11-09,Philips GC1905,0.0539,27.32
2025-06-10,Havells Stealth Air,0.0031,30.32
2025-08-30,LG KS-Q18,0.0379,32.25
2024-06-19,Samsung MS23F301,0.0595,30.02
2024-11-02,Bajaj MX3,0.0675,30.88
2024-08-02,Sony Bravia X75,0.0033,32.12
2024-05-28,Orient Apex,0.0024,23.17
2025-08-01,CRI MHBS,0.0339,25.33
2025-07-10,Havells Stealth Air,0.004,31.49
2025-07-06,LG GL-T302,0.0026,33.56
2025-10-23,LG 24MP60G,0.0014,29.06
2025-10-28,TP-Link Archer C6,0.0006,29.64
2024-09-17,Dell OptiPlex 7090,0.013,33.58
2024-03-12,Philips HD3119,0.0372,29.8
2025-01-10,Lenovo ThinkCentre M70,0.0042,23.48
2025-06-24,LG GL-T302,0.0098,31.8
2025-03-05,Xiaomi MDY-11,0.0002,24.57
2025-04-06,Havells Stealth Air,0.003,29.37
2024-01-14,Usha Mist Air IC,0.0023,29.75
2024-04-14,Bajaj Majesty RX14,0.0579,28.24
2025-03-09,Panasonic NN-ST34,0.0539,25.63
2025-01-11,Philips HD9306,0.0804,31.66
2024-12-19,Dell OptiPlex 7090,0.0043,27.01
2025-08-28,Orient Apex,0.0017,34.82
2024-09-15,HP Pavilion 14,0.0024,31.51
2024-01-18,Syska SSK-BLS-9W,0.0003,28.82
2025-11-09,Havells Stealth Air,0.0021,29.44
2024-02-03,Prestige PKOSS 1.5,0.0673,28.73
2025-10-21,Dell P2422H,0.0012,25.91
2024-09-17,Samsung RT28T,0.0019,30.65
2025-08-31,Prestige PKOSS 1.5,0.0955,25.49
2025-05-13,Samsung EP-TA800,0.0004,24.94
2025-07-21,LG GL-T302,0.002,30.24
2024-05-09,Panasonic NN-ST34,0.0525,28.15
2025-12-20,Panasonic F-M12D3,0.0007,34.35
2025-02-11,Usha Striker Galaxy,0.0017,30.03
2024-12-01,Philips HD9306,0.0555,26.2
2025-09-11,Philips GC1905,0.0326,32.69
2024-10-11,Samsung UA43T5400,0.0035,30.37
2025-12-11,Samsung MS23F301,0.0223,25.06
2025-01-06,LG FHM1207,0.0091,32.17
2025-04-03,Usha Mist Air IC,0.0013,31.37
2024-11-25,Usha Striker Galaxy,0.0026,31.82
2024-07-15,Havells Stealth Air,0.0041,32.88
2024-10-19,LG FHM1207,0.0082,31.19
2024-01-13,LG KS-Q18,0.0674,31.12
2025-06-20,Usha Striker Galaxy,0.0017,28.03
2024-08-30,Netgear R6120,0.0005,27.94
2025-12-31,Philips Ace Saver,0.0002,26.39
2024-07-25,Samsung MS23F301,0.0222,33.33
2024-03-24,Philips HD3119,0.0292,30.1
2025-04-23,Philips GC1905,0.0243,28.62
2025-04-28,Philips HD9306,0.0495,29.27
2025-01-11,Sony Bravia X75,0.008,30.5
2024-03-17,LG 24MP60G,0.0012,36.33
2025-02-06,Samsung EP-TA800,0.0001,32.82
2025-07-16,Syska SSK-BLS-9W,0.0005,24.43
2024-01-12,Syska SSK-BLS-9W,0.0002,32.56
2024-02-24,Samsung RT28T,0.0044,27.07
2025-05-05,Syska SSK-BLS-9W,0.0002,32.87
2025-08-15,Bajaj Majesty RX14,0.0708,29.13
2025-08-18,Bajaj Majesty RX14,0.0336,31.07
2024-12-13,LG GL-T302,0.003,36.3
2025-03-10,Samsung UA43T5400,0.0049,28.71
2025-03-23,LG KS-Q18,0.0551,26.33
2024-04-18,CRI MHBS,0.0197,30.03
2025-11-26,Sony Bravia X75,0.0056,25.83
2024-05-09,Kirloskar Mega 54S,0.0252,32.78
2024-05-03,Samsung EP-TA800,0.0003,33.63
2025-10-19,Lenovo ThinkCentre M70,0.0061,32.68
2025-01-19,Samsung RT28T,0.0055,34.3
2025-11-30,Prestige PKOSS 1.5,0.0254,26.54
2025-11-21,Philips HD9306,0.064,29.92
2025-01-26,Orient Winter HC,0.0311,32.2
2025-08-22,Orient Winter HC,0.069,28.2
2024-03-22,Daikin FTKF 1.5T,0.0576,27.98
2025-12-21,Samsung MS23F301,0.0173,30.81
2025-01-27,Netgear R6120,0.0006,25.68
2025-06-16,LG GL-T302,0.004,26.53
2025-03-07,Havells Leganza,0.0039,32.05
2024-07-09,HP EliteDesk 800,0.0098,30.81
2024-06-08,Panasonic NN-ST34,0.0453,30.1
2025-04-16,Philips HD3119,0.0237,31.08
2025-10-15,Panasonic NN-ST34,0.0188,31.04
2024-09-03,Bajaj Majesty RX14,0.0384,31.07
2024-06-26,Dell P2422H,0.0012,33.24
2025-08-14,Netgear R6120,0.0006,24.06
2024-05-19,Philips HD9306,0.0423,28.73
2024-01-23,Usha Mist Air IC,0.0025,33.08
2025-09-25,Bosch WAK24168,0.0195,32.59
2025-09-22,TP-Link Archer C6,0.0004,24.71
2024-11-16,Panasonic NN-ST34,0.0667,32.77
2025-11-15,Orient Winter HC,0.0534,29.3
2024-06-23,TP-Link Archer C6,0.0002,29.34
2025-04-13,Xiaomi MDY-11,0.0005,27.12
2024-03-26,Philips Ace Saver,0.0002,32.23
2025-03-07,Panasonic SR-WA18,0.0107,31.09
2024-08-01,Bosch WAK24168,0.0291,30.53
2025-02-26,Samsung RT28T,0.0078,25.29
2025-01-19,LG 43LM5650,0.0024,29.09
2025-06-11,Havells Leganza,0.0006,30.17
2026-01-05,Xiaomi MDY-11,0.0005,32.22
2025-09-03,LG KS-Q18,0.0286,32.18
2024-03-30,Usha Striker Galaxy,0.0008,34.47
2025-08-16,Dell Inspiron 3520,0.0013,33.07
2025-12-06,Bajaj MX3,0.0162,28.98
2024-12-23,Samsung RT28T,0.0035,24.45
2024-06-05,LG KS-Q18,0.0701,29.75
2024-03-25,ASUS VivoBook 15,0.0008,29.21
2025-09-08,Samsung RT28T,0.0019,25.38
2025-06-10,Orient Winter HC,0.0609,26.46
2025-09-27,LG 24MP60G,0.0008,22.68
2025-03-06,Bajaj Majesty RX14,0.0705,28.32
2024-06-25,HP EliteDesk 800,0.0088,30.69
2025-11-28,Bajaj MX3,0.0515,29.53
2025-08-05,Philips Ace Saver,0.0006,26.75
2025-12-30,Orient Aeroquiet,0.0032,32.06
2025-02-25,LG 43LM5650,0.0056,36.75
2025-07-16,Samsung EP-TA800,0.0002,28.62
2025-01-28,Bajaj Majesty RX14,0.0897,28.24
2025-08-08,Daikin FTKF 1.5T,0.0721,32.91
2025-02-08,Daikin FTKF 1.5T,0.0143,35.98
2025-06-24,Daikin FTKF 1.5T,0.0552,34.1
2025-11-28,CRI MHBS,0.0124,28.71
2024-09-16,CRI MHBS,0.0201,31.19
2025-12-12,Samsung WA65A4002,0.019,31.55
2025-11-29,Usha Mist Air IC,0.0022,35.59
2025-01-07,Philips Ace Saver,0.0004,28.93
2024-04-26,TP-Link Archer C6,0.0002,30.91
2024-12-09,HP Pavilion 14,0.0016,30.56
2024-10-11,Panasonic SR-WA18,0.028,28.19
2025-12-05,Samsung MS23F301,0.0307,28.37
2024-05-18,Netgear R6120,0.0005,29.45
2025-04-06,LG 43LM5650,0.0048,27.89
2025-06-05,Usha Striker Galaxy,0.0027,31.47
2024-05-23,Bajaj Majesty RX14,0.0555,30.97
2025-09-05,Philips GC1905,0.0328,27.01
2024-05-03,Prestige PKOSS 1.5,0.0537,32.71
2025-03-22,Philips GC1905,0.0582,32.09
2024-05-24,Philips Ace Saver,0.0002,26.23
2024-02-17,Syska SSK-BLS-9W,0.0002,26.62
2025-12-17,Philips HD3119,0.0098,31.48
2024-03-11,LG KS-Q18,0.0157,30.12
2025-07-24,LG GL-T302,0.0042,26.74
2025-03-05,LG KS-Q18,0.0243,26.28
2025-05-12,Panasonic F-M12D3,0.0011,27.58
2025-05-24,Samsung MS23F301,0.0585,30.44
2025-04-29,Panasonic NN-ST34,0.0547,28.98
2024-03-23,Orient Aeroquiet,0.0016,34.27
2025-09-25,Panasonic SR-WA18,0.0364,30.35
2024-06-06,Havells Stealth Air,0.0029,24.76
2025-08-17,Netgear R6120,0.0003,32.97
2024-07-03,LG KS-Q18,0.1033,29.34
2025-08-28,Philips GC1905,0.0515,26.32
2024-12-19,Philips Ace Saver,0.0003,27.45
2024-02-28,Whirlpool IF INV 278,0.0077,31.24
2024-02-15,LG 24MP60G,0.0009,31.38
2025-12-31,CRI MHBS,0.0471,30.76
2024-06-28,Orient Aeroquiet,0.0024,32.47
2024-12-02,Panasonic SR-WA18,0.0101,26.08
2025-05-24,Philips Ace Saver,0.0004,28.62
2025-01-11,Lenovo ThinkCentre M70,0.0082,30.52
2025-10-13,TP-Link Archer C6,0.0002,24.38
2025-06-14,Havells Stealth Air,0.0018,30.29
2024-08-11,HP EliteDesk 800,0.0069,30.76
2025-02-14,Philips HD3119,0.0179,22.35
2024-09-27,HP EliteDesk 800,0.0103,29.99
2025-03-07,Prestige PKOSS 1.5,0.0215,29.73
2024-01-13,LG 43LM5650,0.0047,35.27
2024-01-22,HP EliteDesk 800,0.0063,22.33
2024-03-22,Syska SSK-BLS-9W,0.0006,30.58
2025-11-12,HP Pavilion 14,0.0028,30.34
2024-12-23,Sony Bravia X75,0.0014,23.57
2024-09-08,Panasonic NN-ST34,0.0292,31.11
2024-05-01,CRI MHBS,0.0231,23.43
2024-06-28,Philips HD9306,0.0502,33.99
2024-10-06,Samsung LF24T350,0.0013,29.01
2025-08-29,Philips GC1905,0.0499,31.39
2025-07-09,Prestige PKOSS 1.5,0.0307,26.27
2024-06-12,LG 24MP60G,0.0008,29.45
2025-05-31,LG FHM1207,0.0112,30.12
2024-02-15,Whirlpool IF INV 278,0.0038,30.33
2025-09-21,Usha Mist Air IC,0.002,35.16
2024-03-25,Orient Winter HC,0.0827,28.65
2024-04-16,CRI MHBS,0.0238,28.0
2024-05-23,TP-Link Archer C6,0.0004,32.69
2024-02-13,Panasonic NN-ST34,0.0464,31.85
2025-09-13,Samsung LF24T350,0.0017,31.94
2024-06-26,Samsung WA65A4002,0.0294,35.22
2024-01-31,Daikin FTKF 1.5T,0.1032,31.76
2024-04-15,Panasonic F-M12D3,0.001,32.69
2024-11-25,Panasonic NN-ST34,0.0387,28.57
2024-08-13,Dell OptiPlex 7090,0.0054,34.24
2025-06-29,Sony Bravia X75,0.0017,27.22
2025-05-09,Philips HD3119,0.0112,26.13
2024-02-29,Sony Bravia X75,0.0068,26.36
2024-09-29,Dell Inspiron 3520,0.0014,32.49
2024-04-26,Bosch WAK24168,0.0319,31.03
2025-12-12,Philips Ace Saver,0.0004,32.58
2025-03-28,Samsung LF24T350,0.0008,28.7
2025-02-24,Orient Winter HC,0.0811,28.37
2025-04-27,Prestige PKOSS 1.5,0.0701,31.16
2025-09-16,Daikin FTKF 1.5T,0.0198,33.57
2025-03-15,Samsung UA43T5400,0.003,27.33
2024-08-01,Lenovo ThinkCentre M70,0.003,28.32
2026-01-01,Whirlpool IF INV 278,0.0068,36.45
2024-12-09,LG 24MP60G,0.0016,30.42
2024-06-03,Panasonic NN-ST34,0.042,31.28
2025-02-17,TP-Link Archer C6,0.0007,26.57
2025-01-31,Philips HD9306,0.0306,34.23
2025-08-24,TP-Link Archer C6,0.0006,33.63
2024-06-24,Orient Aeroquiet,0.0065,32.78
2025-06-25,Lenovo IdeaPad 3,0.0012,30.66
2025-04-28,Samsung MS23F301,0.0173,32.34
2025-07-14,Samsung UA43T5400,0.0064,31.25
2025-03-17,Philips Ace Saver,0.0007,26.76
2024-09-26,LG FHM1207,0.0097,29.77
2024-07-31,Xiaomi MDY-11,0.0003,33.25
2024-03-05,Dell OptiPlex 7090,0.0077,32.71
2025-07-13,LG 43LM5650,0.002,30.21
2025-08-18,Philips Ace Saver,0.0003,31.46
2024-02-08,Panasonic NN-ST34,0.044,27.09
2025-06-20,Panasonic SR-WA18,0.0237,25.98
2025-11-28,Kirloskar Mega 54S,0.0151,28.81
2025-10-18,Panasonic SR-WA18,0.0237,28.85
2024-03-26,ASUS VivoBook 15,0.0011,29.08
2025-04-01,Philips HD3119,0.0313,28.7
2025-12-25,TP-Link Archer C6,0.0003,28.57
2025-03-15,LG FHM1207,0.0276,26.33
2024-04-03,Panasonic SR-WA18,0.0282,28.35
2024-07-02,Philips HD3119,0.0207,27.23
2024-10-23,Dell OptiPlex 7090,0.0056,30.67
2024-03-15,Bajaj MX3,0.1179,23.06
2025-05-13,LG 24MP60G,0.0012,34.39
2024-04-18,LG 24MP60G,0.0008,28.43
2025-01-08,Panasonic F-M12D3,0.0032,30.62
2024-10-07,Kirloskar Mega 54S,0.0507,23.98
2025-12-12,Orient Apex,0.0015,29.01
2024-02-25,LG 24MP60G,0.0005,28.7
2025-05-05,CRI MHBS,0.0107,28.74
2025-09-29,Havells Stealth Air,0.0018,34.59
2024-08-15,Sony Bravia X75,0.0013,27.98
2025-08-18,Sony Bravia X75,0.0029,30.35
2024-08-25,Panasonic SR-WA18,0.0081,32.54
2025-01-25,Usha Striker Galaxy,0.0046,26.87
2025-02-09,Daikin FTKF 1.5T,0.0348,26.98
2024-05-22,Whirlpool IF INV 278,0.006,31.48
2025-10-09,TP-Link Archer C6,0.0001,23.47
2024-11-16,Bajaj Majesty RX14,0.0674,31.71
2025-12-16,Samsung LF24T350,0.0016,29.19
2024-06-15,Philips GC1905,0.0421,32.17
2024-05-21,Philips HD3119,0.0066,30.22
2025-10-01,Philips HD3119,0.0143,29.92
2024-05-19,Kirloskar Mega 54S,0.0167,31.69
2025-12-08,Netgear R6120,0.0001,28.97
2024-12-13,Dell P2422H,0.0018,26.48
2024-09-25,Syska SSK-BLS-9W,0.0003,28.34
2025-10-21,HP EliteDesk 800,0.0045,30.73
2025-10-02,LG 24MP60G,0.0023,31.9
2024-10-09,TP-Link Archer C6,0.0002,31.06
2024-02-10,LG GL-T302,0.0065,36.71
2025-08-31,Daikin FTKF 1.5T,0.0272,31.02
2024-06-13,Lenovo ThinkCentre M70,0.0134,31.3
2025-04-11,LG FHM1207,0.0119,35.91
2025-01-31,Samsung EP-TA800,0.0005,30.36
2025-12-24,TP-Link Archer C6,0.0001,30.14
2024-04-19,Samsung EP-TA800,0.0009,28.87
2024-10-19,Samsung EP-TA800,0.0002,34.61
2025-03-30,Samsung MS23F301,0.0525,28.41
2024-04-30,Bajaj Majesty RX14,0.0704,32.77
2025-06-14,Netgear R6120,0.0004,31.4
2025-10-19,Samsung WA65A4002,0.0328,27.08
2024-04-15,HP EliteDesk 800,0.0077,28.1
2024-02-02,CRI MHBS,0.0251,24.56
2024-05-26,Philips HD3119,0.0219,37.44
2025-10-27,Usha Striker Galaxy,0.0023,35.97
2024-10-01,Bajaj Majesty RX14,0.0446,31.36
2024-11-13,TP-Link Archer C6,0.0004,28.83
2024-02-29,Philips HD9306,0.0778,26.31
2025-03-04,Dell P2422H,0.0016,25.26
2025-04-16,LG 24MP60G,0.0005,25.93
2024-03-13,Bosch WAK24168,0.0262,30.31
2024-03-31,HP EliteDesk 800,0.0083,28.89
2025-08-12,Panasonic NN-ST34,0.0346,31.43
2025-12-11,ASUS VivoBook 15,0.0014,23.7
2024-05-17,Bajaj Majesty RX14,0.0315,26.34
2025-07-09,LG FHM1207,0.032,29.68
2025-11-26,Dell P2422H,0.0011,26.25
2025-08-09,ASUS VivoBook 15,0.0011,28.66
2024-10-31,CRI MHBS,0.0196,31.02
2025-03-15,LG 24MP60G,0.0022,29.4
2025-08-16,Netgear R6120,0.0003,31.4
2024-12-31,LG 24MP60G,0.0023,32.52
2025-09-06,Kirloskar Mega 54S,0.0266,28.9
2025-05-06,Bajaj Majesty RX14,0.0615,33.78
2024-03-07,ASUS VivoBook 15,0.0019,30.76
2024-02-14,Philips HD3119,0.0312,28.76
2024-07-25,Whirlpool IF INV 278,0.0063,29.9
2025-12-04,Prestige PKOSS 1.5,0.0414,31.37
2024-10-23,Prestige PKOSS 1.5,0.0316,27.28
2025-10-17,Philips GC1905,0.0428,34.34
2024-02-08,Bajaj Majesty RX14,0.0733,34.4
2025-08-09,Philips Ace Saver,0.0005,30.31
2025-08-10,Bajaj Majesty RX14,0.0449,32.56
2024-04-19,Philips HD9306,0.0451,26.79
2024-08-10,Philips Ace Saver,0.0001,27.81
2024-02-02,Philips Ace Saver,0.0003,28.46
2025-05-06,Panasonic NN-ST34,0.0176,32.99
2024-05-08,Havells Stealth Air,0.0017,30.82
2025-04-28,Samsung EP-TA800,0.0008,27.58
2024-11-27,LG 24MP60G,0.0019,31.94
2024-01-22,Philips HD3119,0.0333,28.1
2024-02-19,Daikin FTKF 1.5T,0.1028,30.09
2024-09-12,CRI MHBS,0.0345,26.19
2024-08-26,Samsung LF24T350,0.001,27.85
